data,mes,ano,canal,status,cliente,quantidade,valor,customer_count,empresa
2026-05-07,Maio,2026,Telefone,Resolvido,Forge Engenharia,1,134.10,1,Redorai
2026-05-07,Maio,2026,Portal,Resolvido,Verde Agro,1,159.13,1,Redorai
2026-05-07,Maio,2026,E-mail,Em andamento,Lumen Tech,1,218.75,1,Redorai
2026-05-07,Maio,2026,Portal,Aberto,Rio Branco,1,211.31,1,Redorai
2026-05-07,Maio,2026,E-mail,Escalado,Pampa Alimentos,1,88.98,1,Redorai
2026-05-07,Maio,2026,Chat,Resolvido,Delta Log,1,109.38,1,Redorai
2026-05-07,Maio,2026,Portal,Resolvido,Maré Energia,1,64.71,1,Redorai
2026-05-07,Maio,2026,E-mail,Resolvido,Orbit Educação,1,39.03,1,Redorai
2026-05-07,Maio,2026,Chat,Resolvido,Serra Café,1,165.28,1,Redorai
2026-05-07,Maio,2026,Telefone,Resolvido,Pampa Alimentos,1,26.09,1,Redorai
2026-05-07,Maio,2026,Portal,Aberto,Forge Engenharia,1,112.75,1,Redorai
2026-05-07,Maio,2026,Chat,Resolvido,Atlas Ltda,1,45.11,1,Redorai
2026-05-08,Maio,2026,E-mail,Aberto,Atlas Ltda,1,131.68,1,Redorai
2026-05-08,Maio,2026,Chat,Resolvido,Pulse Varejo,1,111.30,1,Redorai
2026-05-08,Maio,2026,Portal,Pendente,Delta Log,1,111.39,1,Redorai
2026-05-08,Maio,2026,Telefone,Resolvido,Atlas Ltda,1,73.79,1,Redorai
2026-05-08,Maio,2026,E-mail,Pendente,Terra Nova,1,168.98,1,Redorai
2026-05-08,Maio,2026,E-mail,Resolvido,Serra Café,1,185.70,1,Redorai
2026-05-09,Maio,2026,WhatsApp,Resolvido,Boa Vista,1,117.88,1,Redorai
2026-05-09,Maio,2026,Telefone,Resolvido,Pulse Varejo,1,70.72,1,Redorai
2026-05-09,Maio,2026,Telefone,Aberto,Orbit Educação,1,167.34,1,Redorai
2026-05-09,Maio,2026,E-mail,Resolvido,Verde Agro,1,95.42,1,Redorai
2026-05-10,Maio,2026,Telefone,Resolvido,Rio Branco,1,79.20,1,Redorai
2026-05-11,Maio,2026,Telefone,Resolvido,Pulse Varejo,1,26.21,1,Redorai
2026-05-11,Maio,2026,Telefone,Em andamento,Lumen Tech,1,70.33,1,Redorai
2026-05-11,Maio,2026,WhatsApp,Aberto,Terra Nova,1,174.65,1,Redorai
2026-05-11,Maio,2026,Chat,Em andamento,Delta Log,1,48.37,1,Redorai
2026-05-11,Maio,2026,Chat,Aberto,Terra Nova,1,17.25,1,Redorai
2026-05-11,Maio,2026,Chat,Resolvido,Sul Minas,1,56.35,1,Redorai
2026-05-11,Maio,2026,Chat,Escalado,Costa Farma,1,32.43,1,Redorai
2026-05-11,Maio,2026,E-mail,Resolvido,Boa Vista,1,217.23,1,Redorai
2026-05-11,Maio,2026,E-mail,Resolvido,Aurora Moda,1,34.11,1,Redorai
2026-05-11,Maio,2026,WhatsApp,Em andamento,Delta Log,1,211.54,1,Redorai
2026-05-11,Maio,2026,WhatsApp,Resolvido,Serra Café,1,163.77,1,Redorai
2026-05-11,Maio,2026,E-mail,Escalado,Aurora Moda,1,98.49,1,Redorai
2026-05-11,Maio,2026,E-mail,Resolvido,Casa Norte,1,180.54,1,Redorai
2026-05-11,Maio,2026,Portal,Pendente,Serra Café,1,112.78,1,Redorai
2026-05-12,Maio,2026,Chat,Em andamento,Céu Soft,1,31.14,1,Redorai
2026-05-12,Maio,2026,Chat,Resolvido,Lumen Tech,1,180.53,1,Redorai
2026-05-12,Maio,2026,Chat,Resolvido,Casa Norte,1,120.84,1,Redorai
2026-05-12,Maio,2026,Portal,Resolvido,Aurora Moda,1,106.73,1,Redorai
2026-05-13,Maio,2026,WhatsApp,Em andamento,Terra Nova,1,190.47,1,Redorai
2026-05-13,Maio,2026,Telefone,Resolvido,Verde Agro,1,57.81,1,Redorai
2026-05-13,Maio,2026,E-mail,Resolvido,Orbit Educação,1,131.21,1,Redorai
2026-05-13,Maio,2026,E-mail,Escalado,Atlas Ltda,1,44.24,1,Redorai
2026-05-13,Maio,2026,Portal,Resolvido,Forge Engenharia,1,117.28,1,Redorai
2026-05-13,Maio,2026,Chat,Resolvido,Delta Log,1,48.10,1,Redorai
2026-05-14,Maio,2026,WhatsApp,Resolvido,Forge Engenharia,1,29.58,1,Redorai
2026-05-14,Maio,2026,Telefone,Resolvido,Costa Farma,1,217.16,1,Redorai
2026-05-14,Maio,2026,Telefone,Escalado,Orbit Educação,1,207.67,1,Redorai
2026-05-14,Maio,2026,Telefone,Escalado,Nimbus SA,1,89.51,1,Redorai
2026-05-14,Maio,2026,Telefone,Em andamento,Terra Nova,1,203.01,1,Redorai
2026-05-14,Maio,2026,WhatsApp,Pendente,Casa Norte,1,188.19,1,Redorai
2026-05-14,Maio,2026,WhatsApp,Escalado,Forge Engenharia,1,154.85,1,Redorai
2026-05-14,Maio,2026,WhatsApp,Resolvido,Nimbus SA,1,142.23,1,Redorai
2026-05-15,Maio,2026,Chat,Aberto,Sul Minas,1,16.63,1,Redorai
2026-05-15,Maio,2026,WhatsApp,Resolvido,Serra Café,1,47.43,1,Redorai
2026-05-15,Maio,2026,E-mail,Em andamento,Verde Agro,1,94.59,1,Redorai
2026-05-15,Maio,2026,E-mail,Resolvido,Pampa Alimentos,1,110.50,1,Redorai
2026-05-15,Maio,2026,Telefone,Resolvido,Helix Saúde,1,32.59,1,Redorai
2026-05-15,Maio,2026,Telefone,Resolvido,Maré Energia,1,55.89,1,Redorai
2026-05-15,Maio,2026,WhatsApp,Em andamento,Aurora Moda,1,219.27,1,Redorai
2026-05-15,Maio,2026,Telefone,Resolvido,Helix Saúde,1,72.07,1,Redorai
2026-05-15,Maio,2026,Chat,Aberto,Rio Branco,1,44.83,1,Redorai
2026-05-15,Maio,2026,Portal,Pendente,Nimbus SA,1,217.50,1,Redorai
2026-05-15,Maio,2026,E-mail,Resolvido,Pampa Alimentos,1,176.86,1,Redorai
2026-05-15,Maio,2026,Chat,Escalado,Nimbus SA,1,58.36,1,Redorai
2026-05-15,Maio,2026,Telefone,Aberto,Costa Farma,1,66.67,1,Redorai
2026-05-15,Maio,2026,Chat,Pendente,Forge Engenharia,1,71.15,1,Redorai
2026-05-16,Maio,2026,Telefone,Em andamento,Maré Energia,1,122.58,1,Redorai
2026-05-17,Maio,2026,E-mail,Pendente,Forge Engenharia,1,198.47,1,Redorai
2026-05-17,Maio,2026,WhatsApp,Resolvido,Pulse Varejo,1,55.71,1,Redorai
2026-05-17,Maio,2026,Telefone,Escalado,Rio Branco,1,124.78,1,Redorai
2026-05-18,Maio,2026,Telefone,Escalado,Pampa Alimentos,1,202.08,1,Redorai
2026-05-18,Maio,2026,E-mail,Resolvido,Sul Minas,1,175.53,1,Redorai
2026-05-18,Maio,2026,E-mail,Resolvido,Boa Vista,1,141.39,1,Redorai
2026-05-18,Maio,2026,WhatsApp,Em andamento,Atlas Ltda,1,45.85,1,Redorai
2026-05-18,Maio,2026,Chat,Resolvido,Rio Branco,1,192.18,1,Redorai
2026-05-18,Maio,2026,Telefone,Aberto,Costa Farma,1,121.74,1,Redorai
2026-05-19,Maio,2026,Chat,Escalado,Céu Soft,1,145.98,1,Redorai
2026-05-19,Maio,2026,E-mail,Resolvido,Lumen Tech,1,167.87,1,Redorai
2026-05-19,Maio,2026,Portal,Pendente,Pulse Varejo,1,138.19,1,Redorai
2026-05-19,Maio,2026,Chat,Pendente,Lumen Tech,1,214.21,1,Redorai
2026-05-20,Maio,2026,WhatsApp,Escalado,Pampa Alimentos,1,18.32,1,Redorai
2026-05-20,Maio,2026,Portal,Resolvido,Helix Saúde,1,158.36,1,Redorai
2026-05-20,Maio,2026,Telefone,Resolvido,Maré Energia,1,99.13,1,Redorai
2026-05-20,Maio,2026,Portal,Em andamento,Maré Energia,1,122.25,1,Redorai
2026-05-20,Maio,2026,E-mail,Resolvido,Pulse Varejo,1,109.06,1,Redorai
2026-05-20,Maio,2026,Portal,Em andamento,Terra Nova,1,48.34,1,Redorai
2026-05-20,Maio,2026,WhatsApp,Resolvido,Maré Energia,1,144.99,1,Redorai
2026-05-20,Maio,2026,E-mail,Resolvido,Forge Engenharia,1,180.22,1,Redorai
2026-05-20,Maio,2026,E-mail,Aberto,Terra Nova,1,206.16,1,Redorai
2026-05-20,Maio,2026,Portal,Aberto,Sul Minas,1,35.44,1,Redorai
2026-05-20,Maio,2026,Portal,Resolvido,Nimbus SA,1,151.88,1,Redorai
2026-05-20,Maio,2026,Chat,Resolvido,Verde Agro,1,174.26,1,Redorai
2026-05-20,Maio,2026,E-mail,Resolvido,Lumen Tech,1,190.55,1,Redorai
2026-05-21,Maio,2026,Telefone,Em andamento,Maré Energia,1,201.14,1,Redorai
2026-05-21,Maio,2026,Telefone,Resolvido,Atlas Ltda,1,207.62,1,Redorai
2026-05-21,Maio,2026,Portal,Resolvido,Delta Log,1,69.86,1,Redorai
2026-05-21,Maio,2026,WhatsApp,Resolvido,Maré Energia,1,153.03,1,Redorai
2026-05-21,Maio,2026,Telefone,Aberto,Nimbus SA,1,18.18,1,Redorai
2026-05-22,Maio,2026,Portal,Resolvido,Terra Nova,1,80.08,1,Redorai
2026-05-22,Maio,2026,Portal,Pendente,Maré Energia,1,64.58,1,Redorai
2026-05-22,Maio,2026,Chat,Escalado,Terra Nova,1,147.11,1,Redorai
2026-05-22,Maio,2026,Portal,Resolvido,Maré Energia,1,41.42,1,Redorai
2026-05-22,Maio,2026,Chat,Resolvido,Serra Café,1,200.36,1,Redorai
2026-05-22,Maio,2026,Telefone,Resolvido,Verde Agro,1,35.41,1,Redorai
2026-05-23,Maio,2026,Portal,Resolvido,Serra Café,1,187.82,1,Redorai
2026-05-23,Maio,2026,WhatsApp,Resolvido,Sul Minas,1,47.61,1,Redorai
2026-05-24,Maio,2026,E-mail,Pendente,Atlas Ltda,1,104.67,1,Redorai
2026-05-24,Maio,2026,Portal,Resolvido,Orbit Educação,1,20.70,1,Redorai
2026-05-24,Maio,2026,E-mail,Resolvido,Boa Vista,1,93.39,1,Redorai
2026-05-25,Maio,2026,WhatsApp,Escalado,Pulse Varejo,1,64.14,1,Redorai
2026-05-25,Maio,2026,WhatsApp,Resolvido,Lumen Tech,1,124.76,1,Redorai
2026-05-25,Maio,2026,Telefone,Em andamento,Costa Farma,1,150.15,1,Redorai
2026-05-25,Maio,2026,Chat,Em andamento,Atlas Ltda,1,145.87,1,Redorai
2026-05-25,Maio,2026,E-mail,Resolvido,Helix Saúde,1,109.12,1,Redorai
2026-05-25,Maio,2026,E-mail,Resolvido,Orbit Educação,1,72.90,1,Redorai
2026-05-26,Maio,2026,Telefone,Aberto,Pampa Alimentos,1,202.11,1,Redorai
2026-05-26,Maio,2026,E-mail,Pendente,Rio Branco,1,178.07,1,Redorai
2026-05-26,Maio,2026,Telefone,Resolvido,Forge Engenharia,1,58.11,1,Redorai
2026-05-26,Maio,2026,WhatsApp,Resolvido,Céu Soft,1,180.75,1,Redorai
2026-05-26,Maio,2026,E-mail,Pendente,Pulse Varejo,1,150.23,1,Redorai
2026-05-26,Maio,2026,E-mail,Resolvido,Helix Saúde,1,215.06,1,Redorai
2026-05-27,Maio,2026,Portal,Resolvido,Terra Nova,1,127.03,1,Redorai
2026-05-27,Maio,2026,WhatsApp,Pendente,Helix Saúde,1,54.53,1,Redorai
2026-05-27,Maio,2026,E-mail,Aberto,Casa Norte,1,119.91,1,Redorai
2026-05-27,Maio,2026,WhatsApp,Pendente,Helix Saúde,1,199.21,1,Redorai
2026-05-27,Maio,2026,Chat,Aberto,Verde Agro,1,32.11,1,Redorai
2026-05-27,Maio,2026,Chat,Resolvido,Costa Farma,1,71.10,1,Redorai
2026-05-27,Maio,2026,E-mail,Pendente,Pampa Alimentos,1,160.16,1,Redorai
2026-05-27,Maio,2026,Telefone,Resolvido,Rio Branco,1,104.39,1,Redorai
2026-05-27,Maio,2026,Chat,Escalado,Costa Farma,1,50.46,1,Redorai
2026-05-28,Maio,2026,WhatsApp,Resolvido,Serra Café,1,36.09,1,Redorai
2026-05-28,Maio,2026,Portal,Resolvido,Delta Log,1,48.96,1,Redorai
2026-05-28,Maio,2026,Telefone,Pendente,Maré Energia,1,195.99,1,Redorai
2026-05-28,Maio,2026,WhatsApp,Resolvido,Aurora Moda,1,142.70,1,Redorai
2026-05-28,Maio,2026,Telefone,Resolvido,Lumen Tech,1,131.26,1,Redorai
2026-05-28,Maio,2026,E-mail,Em andamento,Céu Soft,1,49.29,1,Redorai
2026-05-28,Maio,2026,Portal,Aberto,Costa Farma,1,135.31,1,Redorai
2026-05-28,Maio,2026,Portal,Em andamento,Pampa Alimentos,1,96.65,1,Redorai
2026-05-28,Maio,2026,WhatsApp,Aberto,Maré Energia,1,177.13,1,Redorai
2026-05-28,Maio,2026,E-mail,Em andamento,Lumen Tech,1,149.68,1,Redorai
2026-05-28,Maio,2026,WhatsApp,Em andamento,Helix Saúde,1,16.97,1,Redorai
2026-05-28,Maio,2026,WhatsApp,Resolvido,Lumen Tech,1,110.40,1,Redorai
2026-05-28,Maio,2026,Chat,Resolvido,Sul Minas,1,28.58,1,Redorai
2026-05-28,Maio,2026,Chat,Em andamento,Casa Norte,1,59.58,1,Redorai
2026-05-29,Maio,2026,Portal,Em andamento,Forge Engenharia,1,132.66,1,Redorai
2026-05-29,Maio,2026,Telefone,Resolvido,Aurora Moda,1,181.75,1,Redorai
2026-05-29,Maio,2026,E-mail,Pendente,Rio Branco,1,117.22,1,Redorai
2026-05-29,Maio,2026,Telefone,Escalado,Helix Saúde,1,40.44,1,Redorai
2026-05-29,Maio,2026,WhatsApp,Pendente,Boa Vista,1,93.49,1,Redorai
2026-05-29,Maio,2026,WhatsApp,Resolvido,Atlas Ltda,1,146.95,1,Redorai
2026-05-29,Maio,2026,E-mail,Resolvido,Céu Soft,1,73.29,1,Redorai
2026-05-29,Maio,2026,Telefone,Resolvido,Nimbus SA,1,198.65,1,Redorai
2026-05-29,Maio,2026,E-mail,Resolvido,Aurora Moda,1,147.18,1,Redorai
2026-05-29,Maio,2026,E-mail,Aberto,Maré Energia,1,163.27,1,Redorai
2026-05-29,Maio,2026,WhatsApp,Em andamento,Serra Café,1,31.35,1,Redorai
2026-05-29,Maio,2026,Telefone,Resolvido,Terra Nova,1,24.65,1,Redorai
2026-05-30,Maio,2026,Telefone,Resolvido,Rio Branco,1,188.98,1,Redorai
2026-05-30,Maio,2026,E-mail,Escalado,Pampa Alimentos,1,207.23,1,Redorai
2026-05-30,Maio,2026,Chat,Aberto,Nimbus SA,1,184.22,1,Redorai
2026-05-31,Maio,2026,WhatsApp,Aberto,Maré Energia,1,61.40,1,Redorai
2026-05-31,Maio,2026,WhatsApp,Aberto,Sul Minas,1,217.86,1,Redorai
2026-06-01,Junho,2026,E-mail,Em andamento,Helix Saúde,1,24.84,1,Redorai
2026-06-01,Junho,2026,WhatsApp,Em andamento,Aurora Moda,1,156.02,1,Redorai
2026-06-01,Junho,2026,Telefone,Resolvido,Costa Farma,1,158.23,1,Redorai
2026-06-01,Junho,2026,Portal,Escalado,Céu Soft,1,39.58,1,Redorai
2026-06-02,Junho,2026,Portal,Resolvido,Maré Energia,1,145.57,1,Redorai
2026-06-02,Junho,2026,Portal,Resolvido,Casa Norte,1,64.31,1,Redorai
2026-06-02,Junho,2026,Telefone,Resolvido,Costa Farma,1,80.99,1,Redorai
2026-06-02,Junho,2026,Chat,Resolvido,Forge Engenharia,1,69.08,1,Redorai
2026-06-02,Junho,2026,E-mail,Em andamento,Pampa Alimentos,1,129.50,1,Redorai
2026-06-02,Junho,2026,Chat,Resolvido,Forge Engenharia,1,30.40,1,Redorai
2026-06-02,Junho,2026,Chat,Resolvido,Atlas Ltda,1,152.45,1,Redorai
2026-06-02,Junho,2026,Telefone,Resolvido,Lumen Tech,1,114.97,1,Redorai
2026-06-02,Junho,2026,Portal,Em andamento,Casa Norte,1,120.36,1,Redorai
2026-06-03,Junho,2026,WhatsApp,Resolvido,Céu Soft,1,149.33,1,Redorai
2026-06-03,Junho,2026,E-mail,Resolvido,Orbit Educação,1,59.85,1,Redorai
2026-06-03,Junho,2026,Telefone,Em andamento,Terra Nova,1,120.26,1,Redorai
2026-06-03,Junho,2026,Chat,Resolvido,Forge Engenharia,1,71.96,1,Redorai
2026-06-03,Junho,2026,WhatsApp,Pendente,Boa Vista,1,147.92,1,Redorai
2026-06-03,Junho,2026,E-mail,Pendente,Helix Saúde,1,64.32,1,Redorai
2026-06-03,Junho,2026,Chat,Resolvido,Costa Farma,1,20.86,1,Redorai
2026-06-03,Junho,2026,Telefone,Resolvido,Pampa Alimentos,1,69.44,1,Redorai
2026-06-03,Junho,2026,E-mail,Escalado,Pampa Alimentos,1,103.45,1,Redorai
2026-06-04,Junho,2026,Telefone,Em andamento,Casa Norte,1,83.42,1,Redorai
2026-06-04,Junho,2026,WhatsApp,Resolvido,Helix Saúde,1,25.07,1,Redorai
2026-06-04,Junho,2026,Telefone,Em andamento,Lumen Tech,1,75.27,1,Redorai
2026-06-04,Junho,2026,Portal,Resolvido,Costa Farma,1,123.56,1,Redorai
2026-06-04,Junho,2026,Telefone,Resolvido,Helix Saúde,1,154.64,1,Redorai
2026-06-04,Junho,2026,E-mail,Resolvido,Verde Agro,1,38.61,1,Redorai
2026-06-05,Junho,2026,Chat,Resolvido,Forge Engenharia,1,124.09,1,Redorai
2026-06-05,Junho,2026,Portal,Em andamento,Serra Café,1,95.34,1,Redorai
2026-06-05,Junho,2026,WhatsApp,Aberto,Rio Branco,1,57.17,1,Redorai
2026-06-05,Junho,2026,WhatsApp,Resolvido,Delta Log,1,159.70,1,Redorai
2026-06-06,Junho,2026,E-mail,Resolvido,Pulse Varejo,1,118.16,1,Redorai
2026-06-06,Junho,2026,Telefone,Resolvido,Delta Log,1,189.78,1,Redorai
2026-06-06,Junho,2026,Chat,Resolvido,Aurora Moda,1,154.70,1,Redorai
2026-06-07,Junho,2026,Telefone,Pendente,Orbit Educação,1,212.26,1,Redorai
2026-06-07,Junho,2026,Telefone,Resolvido,Aurora Moda,1,19.27,1,Redorai
2026-06-08,Junho,2026,Chat,Resolvido,Atlas Ltda,1,136.77,1,Redorai
2026-06-08,Junho,2026,Portal,Escalado,Atlas Ltda,1,115.10,1,Redorai
2026-06-08,Junho,2026,E-mail,Em andamento,Nimbus SA,1,182.88,1,Redorai
2026-06-08,Junho,2026,WhatsApp,Resolvido,Verde Agro,1,122.68,1,Redorai
2026-06-08,Junho,2026,Chat,Pendente,Helix Saúde,1,35.50,1,Redorai
2026-06-08,Junho,2026,WhatsApp,Resolvido,Céu Soft,1,115.59,1,Redorai
2026-06-08,Junho,2026,Portal,Em andamento,Costa Farma,1,151.00,1,Redorai
2026-06-08,Junho,2026,Telefone,Em andamento,Atlas Ltda,1,184.69,1,Redorai
2026-06-09,Junho,2026,Portal,Resolvido,Terra Nova,1,114.29,1,Redorai
2026-06-09,Junho,2026,Portal,Em andamento,Atlas Ltda,1,45.32,1,Redorai
2026-06-09,Junho,2026,Chat,Resolvido,Orbit Educação,1,88.22,1,Redorai
2026-06-09,Junho,2026,Portal,Aberto,Maré Energia,1,88.68,1,Redorai
2026-06-09,Junho,2026,Chat,Resolvido,Serra Café,1,145.94,1,Redorai
2026-06-09,Junho,2026,Portal,Escalado,Céu Soft,1,217.40,1,Redorai
2026-06-09,Junho,2026,Chat,Resolvido,Costa Farma,1,201.62,1,Redorai
2026-06-09,Junho,2026,WhatsApp,Em andamento,Serra Café,1,135.78,1,Redorai
2026-06-10,Junho,2026,E-mail,Em andamento,Boa Vista,1,121.62,1,Redorai
2026-06-10,Junho,2026,Portal,Em andamento,Helix Saúde,1,103.86,1,Redorai
2026-06-10,Junho,2026,WhatsApp,Resolvido,Delta Log,1,37.59,1,Redorai
2026-06-10,Junho,2026,Chat,Aberto,Céu Soft,1,154.59,1,Redorai
2026-06-10,Junho,2026,WhatsApp,Resolvido,Terra Nova,1,129.42,1,Redorai
2026-06-10,Junho,2026,Telefone,Pendente,Delta Log,1,28.25,1,Redorai
2026-06-10,Junho,2026,Telefone,Em andamento,Nimbus SA,1,59.55,1,Redorai
2026-06-10,Junho,2026,E-mail,Resolvido,Nimbus SA,1,115.12,1,Redorai
2026-06-11,Junho,2026,E-mail,Resolvido,Nimbus SA,1,66.54,1,Redorai
2026-06-11,Junho,2026,WhatsApp,Em andamento,Casa Norte,1,151.39,1,Redorai
2026-06-11,Junho,2026,Chat,Resolvido,Forge Engenharia,1,161.21,1,Redorai
2026-06-11,Junho,2026,Chat,Pendente,Maré Energia,1,134.97,1,Redorai
2026-06-12,Junho,2026,E-mail,Em andamento,Rio Branco,1,206.25,1,Redorai
2026-06-12,Junho,2026,Telefone,Em andamento,Maré Energia,1,96.82,1,Redorai
2026-06-12,Junho,2026,WhatsApp,Resolvido,Delta Log,1,137.39,1,Redorai
2026-06-12,Junho,2026,Telefone,Pendente,Aurora Moda,1,179.90,1,Redorai
2026-06-12,Junho,2026,Chat,Pendente,Costa Farma,1,42.82,1,Redorai
2026-06-13,Junho,2026,E-mail,Em andamento,Delta Log,1,131.17,1,Redorai
2026-06-13,Junho,2026,Portal,Resolvido,Pulse Varejo,1,92.07,1,Redorai
2026-06-14,Junho,2026,Portal,Aberto,Céu Soft,1,157.30,1,Redorai
2026-06-14,Junho,2026,WhatsApp,Resolvido,Céu Soft,1,87.61,1,Redorai
2026-06-14,Junho,2026,Telefone,Resolvido,Céu Soft,1,20.67,1,Redorai
2026-06-14,Junho,2026,Telefone,Resolvido,Forge Engenharia,1,169.95,1,Redorai
2026-06-15,Junho,2026,Chat,Resolvido,Boa Vista,1,120.00,1,Redorai
2026-06-15,Junho,2026,Portal,Pendente,Boa Vista,1,194.95,1,Redorai
2026-06-15,Junho,2026,Telefone,Aberto,Orbit Educação,1,97.60,1,Redorai
2026-06-15,Junho,2026,Portal,Aberto,Céu Soft,1,187.04,1,Redorai
2026-06-15,Junho,2026,WhatsApp,Aberto,Helix Saúde,1,83.36,1,Redorai
2026-06-15,Junho,2026,WhatsApp,Aberto,Boa Vista,1,113.70,1,Redorai
2026-06-15,Junho,2026,E-mail,Em andamento,Helix Saúde,1,166.80,1,Redorai
2026-06-15,Junho,2026,E-mail,Resolvido,Lumen Tech,1,120.83,1,Redorai
2026-06-15,Junho,2026,Telefone,Resolvido,Orbit Educação,1,60.83,1,Redorai
2026-06-15,Junho,2026,Chat,Resolvido,Delta Log,1,143.79,1,Redorai
2026-06-15,Junho,2026,E-mail,Resolvido,Rio Branco,1,142.85,1,Redorai
2026-06-15,Junho,2026,E-mail,Pendente,Atlas Ltda,1,46.37,1,Redorai
2026-06-15,Junho,2026,Portal,Resolvido,Helix Saúde,1,65.68,1,Redorai
2026-06-16,Junho,2026,Portal,Resolvido,Céu Soft,1,95.10,1,Redorai
2026-06-16,Junho,2026,WhatsApp,Escalado,Serra Café,1,114.16,1,Redorai
2026-06-16,Junho,2026,Chat,Pendente,Sul Minas,1,68.36,1,Redorai
2026-06-16,Junho,2026,Telefone,Resolvido,Terra Nova,1,40.26,1,Redorai
2026-06-16,Junho,2026,E-mail,Pendente,Pulse Varejo,1,44.05,1,Redorai
2026-06-17,Junho,2026,Portal,Em andamento,Sul Minas,1,56.07,1,Redorai
2026-06-17,Junho,2026,WhatsApp,Resolvido,Helix Saúde,1,211.61,1,Redorai
2026-06-17,Junho,2026,WhatsApp,Resolvido,Serra Café,1,94.09,1,Redorai
2026-06-17,Junho,2026,Telefone,Resolvido,Maré Energia,1,181.77,1,Redorai
2026-06-17,Junho,2026,WhatsApp,Pendente,Céu Soft,1,39.63,1,Redorai
2026-06-17,Junho,2026,Portal,Em andamento,Delta Log,1,21.99,1,Redorai
2026-06-17,Junho,2026,Portal,Resolvido,Céu Soft,1,23.74,1,Redorai
2026-06-17,Junho,2026,Chat,Resolvido,Céu Soft,1,195.90,1,Redorai
2026-06-17,Junho,2026,E-mail,Resolvido,Pulse Varejo,1,88.34,1,Redorai
2026-06-17,Junho,2026,Portal,Resolvido,Lumen Tech,1,86.51,1,Redorai
2026-06-17,Junho,2026,Telefone,Resolvido,Casa Norte,1,27.87,1,Redorai
