data,mes,ano,categoria,status,mrr,customer_count,churn_count,valor,empresa
2026-03-01,Março,2026,Scale,Ativa,65537.81,19,0,65537.81,Redorai
2026-03-01,Março,2026,Scale,Trial,1424.73,2,0,1424.73,Redorai
2026-03-01,Março,2026,Scale,Cancelada,4274.20,1,1,4274.20,Redorai
2026-03-01,Março,2026,Enterprise,Ativa,55973.89,7,0,55973.89,Redorai
2026-03-01,Março,2026,Enterprise,Trial,1216.82,2,0,1216.82,Redorai
2026-03-01,Março,2026,Enterprise,Cancelada,3650.47,0,0,3650.47,Redorai
2026-04-01,Abril,2026,Start,Ativa,32228.27,70,0,32228.27,Redorai
2026-04-01,Abril,2026,Start,Trial,700.61,9,0,700.61,Redorai
2026-04-01,Abril,2026,Start,Cancelada,2101.84,3,3,2101.84,Redorai
2026-04-01,Abril,2026,Pro,Ativa,59086.16,47,0,59086.16,Redorai
2026-04-01,Abril,2026,Pro,Trial,1284.48,6,0,1284.48,Redorai
2026-04-01,Abril,2026,Pro,Cancelada,3853.45,2,2,3853.45,Redorai
2026-04-01,Abril,2026,Scale,Ativa,68148.17,21,0,68148.17,Redorai
2026-04-01,Abril,2026,Scale,Trial,1481.48,2,0,1481.48,Redorai
2026-04-01,Abril,2026,Scale,Cancelada,4444.45,0,0,4444.45,Redorai
2026-04-01,Abril,2026,Enterprise,Ativa,58954.45,7,0,58954.45,Redorai
2026-04-01,Abril,2026,Enterprise,Trial,1281.62,2,0,1281.62,Redorai
2026-04-01,Abril,2026,Enterprise,Cancelada,3844.86,0,0,3844.86,Redorai
2026-05-01,Maio,2026,Start,Ativa,33828.02,70,0,33828.02,Redorai
2026-05-01,Maio,2026,Start,Trial,735.39,9,0,735.39,Redorai
2026-05-01,Maio,2026,Start,Cancelada,2206.18,6,6,2206.18,Redorai
2026-05-01,Maio,2026,Pro,Ativa,61474.29,49,0,61474.29,Redorai
2026-05-01,Maio,2026,Pro,Trial,1336.40,6,0,1336.40,Redorai
2026-05-01,Maio,2026,Pro,Cancelada,4009.19,2,2,4009.19,Redorai
2026-05-01,Maio,2026,Scale,Ativa,69164.79,22,0,69164.79,Redorai
2026-05-01,Maio,2026,Scale,Trial,1503.58,2,0,1503.58,Redorai
2026-05-01,Maio,2026,Scale,Cancelada,4510.75,0,0,4510.75,Redorai
2026-05-01,Maio,2026,Enterprise,Ativa,64519.34,8,0,64519.34,Redorai
2026-05-01,Maio,2026,Enterprise,Trial,1402.59,2,0,1402.59,Redorai
2026-05-01,Maio,2026,Enterprise,Cancelada,4207.78,0,0,4207.78,Redorai
2026-06-01,Junho,2026,Start,Ativa,36669.32,71,0,36669.32,Redorai
2026-06-01,Junho,2026,Start,Trial,797.16,9,0,797.16,Redorai
2026-06-01,Junho,2026,Start,Cancelada,2391.48,8,8,2391.48,Redorai
2026-06-01,Junho,2026,Pro,Ativa,64110.39,52,0,64110.39,Redorai
2026-06-01,Junho,2026,Pro,Trial,1393.70,6,0,1393.70,Redorai
2026-06-01,Junho,2026,Pro,Cancelada,4181.11,1,1,4181.11,Redorai
2026-06-01,Junho,2026,Scale,Ativa,74763.21,23,0,74763.21,Redorai
2026-06-01,Junho,2026,Scale,Trial,1625.29,2,0,1625.29,Redorai
2026-06-01,Junho,2026,Scale,Cancelada,4875.86,0,0,4875.86,Redorai
2026-06-01,Junho,2026,Enterprise,Ativa,66294.55,8,0,66294.55,Redorai
2026-06-01,Junho,2026,Enterprise,Trial,1441.19,2,0,1441.19,Redorai
2026-06-01,Junho,2026,Enterprise,Cancelada,4323.56,0,0,4323.56,Redorai
2026-07-01,Julho,2026,Start,Ativa,38058.05,77,0,38058.05,Redorai
2026-07-01,Julho,2026,Start,Trial,827.35,10,0,827.35,Redorai
2026-07-01,Julho,2026,Start,Cancelada,2482.05,5,5,2482.05,Redorai
2026-07-01,Julho,2026,Pro,Ativa,65800.67,52,0,65800.67,Redorai
2026-07-01,Julho,2026,Pro,Trial,1430.45,6,0,1430.45,Redorai
2026-07-01,Julho,2026,Pro,Cancelada,4291.35,3,3,4291.35,Redorai
2026-07-01,Julho,2026,Scale,Ativa,75359.10,24,0,75359.10,Redorai
2026-07-01,Julho,2026,Scale,Trial,1638.24,3,0,1638.24,Redorai
2026-07-01,Julho,2026,Scale,Cancelada,4914.72,0,0,4914.72,Redorai
2026-07-01,Julho,2026,Enterprise,Ativa,67431.38,8,0,67431.38,Redorai
2026-07-01,Julho,2026,Enterprise,Trial,1465.90,2,0,1465.90,Redorai
2026-07-01,Julho,2026,Enterprise,Cancelada,4397.70,0,0,4397.70,Redorai
2026-08-01,Agosto,2026,Start,Ativa,38585.77,79,0,38585.77,Redorai
2026-08-01,Agosto,2026,Start,Trial,838.82,10,0,838.82,Redorai
2026-08-01,Agosto,2026,Start,Cancelada,2516.46,6,6,2516.46,Redorai
2026-08-01,Agosto,2026,Pro,Ativa,64670.17,55,0,64670.17,Redorai
2026-08-01,Agosto,2026,Pro,Trial,1405.87,7,0,1405.87,Redorai
2026-08-01,Agosto,2026,Pro,Cancelada,4217.62,1,1,4217.62,Redorai
2026-08-01,Agosto,2026,Scale,Ativa,76164.29,23,0,76164.29,Redorai
2026-08-01,Agosto,2026,Scale,Trial,1655.75,3,0,1655.75,Redorai
2026-08-01,Agosto,2026,Scale,Cancelada,4967.24,1,1,4967.24,Redorai
2026-08-01,Agosto,2026,Enterprise,Ativa,64448.45,8,0,64448.45,Redorai
2026-08-01,Agosto,2026,Enterprise,Trial,1401.05,2,0,1401.05,Redorai
2026-08-01,Agosto,2026,Enterprise,Cancelada,4203.16,0,0,4203.16,Redorai
